source_row_index,scenario_id,window_start,dominant_family,dominant_family_probability,top2_family,confidence_margin,family_entropy,behavioral_change_score,strongest_behavior_changes,uncertainty_level
804,CTU44,2011-08-13T04:06:00+00:00,RBot,0.9940848695474376,Murlo,0.9885477359825308,0.038253129393043,0.9038953555503636,"[""state_entropy_change"", ""state_top_probability_change"", ""state_directionality_change""]",LOW
805,CTU44,2011-08-13T04:07:00+00:00,RBot,0.9996360381484688,Murlo,0.9993335920773104,0.0035056314176816,0.9076806619681969,"[""state_entropy_change"", ""state_top_probability_change"", ""state_directionality_change""]",LOW
806,CTU44,2011-08-13T04:08:00+00:00,RBot,0.993212051900253,Murlo,0.9871016509450452,0.0437454660809474,2.9233383078446598,"[""state_byte_rate_change"", ""state_ack_rate_change"", ""state_packet_rate_change""]",LOW
807,CTU44,2011-08-13T04:09:00+00:00,RBot,0.999629533115466,Murlo,0.9993205224266908,0.0035580824793792,2.9228549546052265,"[""state_byte_rate_change"", ""state_ack_rate_change"", ""state_packet_rate_change""]",LOW
808,CTU44,2011-08-13T04:11:00+00:00,RBot,0.999627124296394,Murlo,0.9993156484588588,0.0035773627046008,0.0009907483315726002,"[""state_iat_change"", ""state_entropy_change"", ""state_top_probability_change""]",LOW
809,CTU44,2011-08-13T04:12:00+00:00,RBot,0.9744094976454714,Murlo,0.949706967691222,0.1242650207636276,2.8838060017011995,"[""state_top_probability_change"", ""state_entropy_change"", ""state_iat_change""]",LOW
810,CTU44,2011-08-13T04:13:00+00:00,RBot,0.9995319019475573,Murlo,0.9991321666992882,0.0043563694889876,2.8774836990136325,"[""state_top_probability_change"", ""state_entropy_change"", ""state_iat_change""]",LOW
811,CTU44,2011-08-13T04:16:00+00:00,RBot,0.999627124296394,Murlo,0.9993156484588588,0.0035773627046008,0.00693330308451312,"[""state_entropy_change"", ""state_top_probability_change"", ""state_iat_change""]",LOW
812,CTU44,2011-08-13T04:18:00+00:00,RBot,0.9978716034880828,Murlo,0.995984126826796,0.0163272720823467,2.6126147179720296,"[""state_iat_change"", ""state_directionality_change"", ""state_destination_diversity_change""]",LOW
813,CTU44,2011-08-13T04:20:00+00:00,RBot,0.9995973228725508,Murlo,0.9992599698249012,0.0038291098504425,2.610399037463619,"[""state_iat_change"", ""state_directionality_change"", ""state_destination_diversity_change""]",LOW
814,CTU44,2011-08-13T04:23:00+00:00,RBot,0.9996313877406128,Murlo,0.9993239793253188,0.0035423126442525,0.002858152111979225,"[""state_entropy_change"", ""state_top_probability_change"", ""state_iat_change""]",LOW
815,CTU44,2011-08-13T04:25:00+00:00,RBot,0.9996313877406128,Murlo,0.9993239793253188,0.0035423126442525,0.00010144022034217375,"[""state_iat_change"", ""state_top_probability_change"", ""state_entropy_change""]",LOW
816,CTU44,2011-08-13T04:27:00+00:00,RBot,0.9996188775221124,Murlo,0.9993008151202936,0.0036491126985412,0.0012819559876515922,"[""state_entropy_change"", ""state_top_probability_change"", ""state_iat_change""]",LOW
817,CTU44,2011-08-13T04:30:00+00:00,RBot,0.9982291431637468,Murlo,0.996663186531768,0.013928737865788,14.442726616591978,"[""state_iat_change"", ""state_directionality_change"", ""state_destination_diversity_change""]",LOW
818,CTU44,2011-08-13T04:32:00+00:00,RBot,0.9996360381484688,Murlo,0.9993335920773104,0.0035056314176816,14.443842575987317,"[""state_iat_change"", ""state_directionality_change"", ""state_destination_diversity_change""]",LOW
819,CTU44,2011-08-13T04:33:00+00:00,RBot,0.985581165693375,Murlo,0.9717804239263076,0.0789714165536769,1.3647333473982872,"[""state_top_probability_change"", ""state_entropy_change"", ""state_directionality_change""]",LOW
820,CTU44,2011-08-13T04:34:00+00:00,RBot,0.9996272045123296,Murlo,0.9993156095634944,0.0035760999291675,1.364106440103555,"[""state_top_probability_change"", ""state_entropy_change"", ""state_directionality_change""]",LOW
821,CTU44,2011-08-13T04:36:00+00:00,RBot,0.9944074538899096,Murlo,0.9894604684987608,0.0376054294760645,0.32709876186575954,"[""state_entropy_change"", ""state_top_probability_change"", ""state_iat_change""]",LOW
822,CTU44,2011-08-13T04:39:00+00:00,RBot,0.9996272045123296,Murlo,0.9993156095634944,0.0035760999291675,0.3271228768535413,"[""state_entropy_change"", ""state_top_probability_change"", ""state_iat_change""]",LOW
823,CTU44,2011-08-13T04:40:00+00:00,RBot,0.9951074358506,Murlo,0.9908264792101776,0.0335338541042764,2.814659132894171,"[""state_byte_rate_change"", ""state_ack_rate_change"", ""state_packet_rate_change""]",LOW
824,CTU44,2011-08-13T04:41:00+00:00,RBot,0.9996247748507784,Murlo,0.9993106941436652,0.0035955282955263,2.8149608405081583,"[""state_byte_rate_change"", ""state_ack_rate_change"", ""state_packet_rate_change""]",LOW
825,CTU44,2011-08-13T04:42:00+00:00,RBot,0.9945706244640238,Murlo,0.98949736221414,0.0356174774827392,0.8796115361070383,"[""state_entropy_change"", ""state_top_probability_change"", ""state_directionality_change""]",LOW
826,CTU44,2011-08-13T04:43:00+00:00,RBot,0.9996313877406128,Murlo,0.9993239793253188,0.0035423126442525,0.8800337949693708,"[""state_entropy_change"", ""state_top_probability_change"", ""state_directionality_change""]",LOW
827,CTU44,2011-08-13T04:46:00+00:00,RBot,0.9964549313723516,Murlo,0.993370718044738,0.0256425493453306,0.20597896352217804,"[""state_entropy_change"", ""state_top_probability_change"", ""state_iat_change""]",LOW
828,CTU44,2011-08-13T04:48:00+00:00,RBot,0.9996247748507784,Murlo,0.9993106941436652,0.0035955282955263,0.20532918499251182,"[""state_entropy_change"", ""state_top_probability_change"", ""state_iat_change""]",LOW
829,CTU44,2011-08-13T04:50:00+00:00,RBot,0.9996231374735282,Murlo,0.9993085232254798,0.0036122547063392,0.001129758335008205,"[""state_iat_change"", ""state_entropy_change"", ""state_top_probability_change""]",LOW
830,CTU44,2011-08-13T04:53:00+00:00,RBot,0.9996336817345104,Murlo,0.999328822868182,0.0035245400394195,0.001799467723350957,"[""state_iat_change"", ""state_entropy_change"", ""state_top_probability_change""]",LOW
831,CTU44,2011-08-13T04:54:00+00:00,RBot,0.9945706244640238,Murlo,0.98949736221414,0.0356174774827392,0.8799541204437348,"[""state_entropy_change"", ""state_top_probability_change"", ""state_directionality_change""]",LOW
832,CTU44,2011-08-13T04:55:00+00:00,RBot,0.9995973228725508,Murlo,0.9992599698249012,0.0038291098504425,0.8772154850111176,"[""state_entropy_change"", ""state_top_probability_change"", ""state_directionality_change""]",LOW
833,CTU44,2011-08-13T04:57:00+00:00,RBot,0.999568944342621,Murlo,0.9992045592667926,0.00405924668448,0.0024250755870308008,"[""state_entropy_change"", ""state_top_probability_change"", ""state_iat_change""]",LOW
834,CTU44,2011-08-13T04:59:00+00:00,RBot,0.9995836511921006,Murlo,0.9992346067595592,0.003944454920719,0.0015900929869364655,"[""state_iat_change"", ""state_entropy_change"", ""state_top_probability_change""]",LOW
835,CTU44,2011-08-13T05:02:00+00:00,RBot,0.9995319019475573,Murlo,0.9991321666992882,0.0043563694889876,0.0038818536177125103,"[""state_entropy_change"", ""state_top_probability_change"", ""state_iat_change""]",LOW
836,CTU44,2011-08-13T05:04:00+00:00,RBot,0.9995025020321296,Murlo,0.9990755411060318,0.0045926038299466,0.0025973981615363627,"[""state_entropy_change"", ""state_top_probability_change"", ""state_iat_change""]",LOW
837,CTU44,2011-08-13T05:06:00+00:00,RBot,0.992573307319559,Murlo,0.9858227528316446,0.0470493326364224,17.44081918493147,"[""state_iat_change"", ""state_directionality_change"", ""state_top_probability_change""]",LOW
838,CTU44,2011-08-13T05:09:00+00:00,RBot,0.9996313877406128,Murlo,0.9993239793253188,0.0035423126442525,17.450478079454708,"[""state_iat_change"", ""state_directionality_change"", ""state_top_probability_change""]",LOW
839,CTU44,2011-08-13T05:11:00+00:00,RBot,0.9996336817345104,Murlo,0.999328822868182,0.0035245400394195,0.00027077915549234677,"[""state_iat_change"", ""state_entropy_change"", ""state_top_probability_change""]",LOW
840,CTU44,2011-08-13T05:12:00+00:00,RBot,0.9934791179577632,Murlo,0.9876015942465356,0.0422613605602093,2.9078137682989915,"[""state_byte_rate_change"", ""state_ack_rate_change"", ""state_packet_rate_change""]",LOW
841,CTU44,2011-08-13T05:13:00+00:00,RBot,0.9995911050322762,Murlo,0.9992467598914236,0.0038766516738547,2.9046205575020796,"[""state_byte_rate_change"", ""state_ack_rate_change"", ""state_packet_rate_change""]",LOW
842,CTU44,2011-08-13T05:16:00+00:00,RBot,0.9996275140797184,Murlo,0.9993182020706788,0.0035799279676038,0.0026157243506706473,"[""state_entropy_change"", ""state_top_probability_change"", ""state_iat_change""]",LOW
843,CTU44,2011-08-13T05:17:00+00:00,RBot,0.9744094976454714,Murlo,0.949706967691222,0.1242650207636276,2.8847214618616115,"[""state_top_probability_change"", ""state_entropy_change"", ""state_iat_change""]",LOW
844,CTU44,2011-08-13T05:18:00+00:00,RBot,0.9981756684166676,Murlo,0.9965584579508392,0.0142807450343395,10.90226680099277,"[""state_iat_change"", ""state_top_probability_change"", ""state_entropy_change""]",LOW
845,CTU44,2011-08-13T05:20:00+00:00,RBot,0.9995973228725508,Murlo,0.9992599698249012,0.0038291098504425,9.841247172335327,"[""state_iat_change"", ""state_directionality_change"", ""state_destination_diversity_change""]",LOW
846,CTU44,2011-08-13T05:22:00+00:00,RBot,0.9996336817345104,Murlo,0.999328822868182,0.0035245400394195,0.002957505158676286,"[""state_entropy_change"", ""state_top_probability_change"", ""state_iat_change""]",LOW
847,CTU44,2011-08-13T05:25:00+00:00,RBot,0.999626338370958,Murlo,0.9993148014502634,0.003586035054759,0.0006523270014587684,"[""state_entropy_change"", ""state_top_probability_change"", ""state_iat_change""]",LOW
848,CTU44,2011-08-13T05:27:00+00:00,RBot,0.9996247748507784,Murlo,0.9993106941436652,0.0035955282955263,0.00017046013541100404,"[""state_iat_change"", ""state_top_probability_change"", ""state_entropy_change""]",LOW
849,CTU44,2011-08-13T05:29:00+00:00,RBot,0.9996231374735282,Murlo,0.9993085232254798,0.0036122547063392,0.00022675689036046517,"[""state_iat_change"", ""state_entropy_change"", ""state_top_probability_change""]",LOW
850,CTU44,2011-08-13T05:30:00+00:00,RBot,0.9945706244640238,Murlo,0.98949736221414,0.0356174774827392,0.8792450695592025,"[""state_entropy_change"", ""state_top_probability_change"", ""state_directionality_change""]",LOW
851,CTU44,2011-08-13T05:32:00+00:00,RBot,0.9996313877406128,Murlo,0.9993239793253188,0.0035423126442525,0.8797601422819361,"[""state_entropy_change"", ""state_top_probability_change"", ""state_directionality_change""]",LOW
852,CTU44,2011-08-13T05:33:00+00:00,RBot,0.9974037659189656,Murlo,0.995027097395374,0.0191413415466864,0.41553312057413366,"[""state_iat_change"", ""state_entropy_change"", ""state_directionality_change""]",LOW
853,CTU44,2011-08-13T05:34:00+00:00,RBot,0.9996247748507784,Murlo,0.9993106941436652,0.0035955282955263,0.41496486118794657,"[""state_iat_change"", ""state_entropy_change"", ""state_directionality_change""]",LOW
854,CTU44,2011-08-13T05:35:00+00:00,RBot,0.9758177540655232,Murlo,0.9531871682262766,0.121916071813261,4.654550102732295,"[""state_iat_change"", ""state_top_probability_change"", ""state_entropy_change""]",LOW
855,CTU44,2011-08-13T05:36:00+00:00,RBot,0.9996213169792688,Murlo,0.9993065843560472,0.0036320289760572,4.654532846284764,"[""state_iat_change"", ""state_top_probability_change"", ""state_entropy_change""]",LOW
856,CTU44,2011-08-13T05:39:00+00:00,RBot,0.9984451049449588,Murlo,0.9970734480075576,0.0124455304572762,6.9752401781405995,"[""state_iat_change"", ""state_directionality_change"", ""state_destination_diversity_change""]",LOW
857,CTU44,2011-08-13T05:41:00+00:00,RBot,0.9996231709471832,Murlo,0.9993094824995628,0.0036151067037036,6.975560469470498,"[""state_iat_change"", ""state_directionality_change"", ""state_destination_diversity_change""]",LOW
858,CTU44,2011-08-13T05:42:00+00:00,RBot,0.9946110550283694,Murlo,0.98957967584623,0.0354100111872867,0.8765457006889127,"[""state_entropy_change"", ""state_top_probability_change"", ""state_directionality_change""]",LOW
859,CTU44,2011-08-13T05:43:00+00:00,RBot,0.996586653434874,Murlo,0.993630050684916,0.0248639946684123,0.6796359888350386,"[""state_directionality_change"", ""state_iat_change"", ""state_ack_rate_change""]",LOW
860,CTU44,2011-08-13T05:44:00+00:00,RBot,0.8559016466544425,Murlo,0.7151436018211295,0.4329710459570409,12.725996365680961,"[""state_top_probability_change"", ""state_iat_change"", ""state_entropy_change""]",LOW
861,CTU44,2011-08-13T05:45:00+00:00,RBot,0.9996313877406128,Murlo,0.9993239793253188,0.0035423126442525,12.923857268593267,"[""state_top_probability_change"", ""state_iat_change"", ""state_entropy_change""]",LOW
862,CTU44,2011-08-13T05:48:00+00:00,RBot,0.9995454774427353,Murlo,0.9991593633849558,0.0042500570666993,0.006275071837128154,"[""state_entropy_change"", ""state_top_probability_change"", ""state_iat_change""]",LOW
863,CTU44,2011-08-13T05:50:00+00:00,RBot,0.9996247748507784,Murlo,0.9993106941436652,0.0035955282955263,0.0058300085841736975,"[""state_entropy_change"", ""state_top_probability_change"", ""state_iat_change""]",LOW
864,CTU44,2011-08-13T05:52:00+00:00,RBot,0.9996336817345104,Murlo,0.999328822868182,0.0035245400394195,0.0008492611995428623,"[""state_entropy_change"", ""state_top_probability_change"", ""state_iat_change""]",LOW
865,CTU44,2011-08-13T05:54:00+00:00,RBot,0.9733782821902072,Murlo,0.9486615882200984,0.1324906899478672,6.014897018446501,"[""state_iat_change"", ""state_top_probability_change"", ""state_entropy_change""]",LOW
866,CTU44,2011-08-13T05:55:00+00:00,RBot,0.9996247748507784,Murlo,0.9993106941436652,0.0035955282955263,6.014088647878413,"[""state_iat_change"", ""state_top_probability_change"", ""state_entropy_change""]",LOW
867,CTU44,2011-08-13T05:57:00+00:00,RBot,0.9996266429245376,Murlo,0.999316573337134,0.0035871027676248,0.0004268812687290818,"[""state_iat_change"", ""state_top_probability_change"", ""state_entropy_change""]",LOW
868,CTU44,2011-08-13T05:59:00+00:00,RBot,0.9995973228725508,Murlo,0.9992599698249012,0.0038291098504425,0.0027353844742225414,"[""state_entropy_change"", ""state_top_probability_change"", ""state_iat_change""]",LOW
869,CTU44,2011-08-13T06:02:00+00:00,RBot,0.9995815501947743,Murlo,0.9992283756562168,0.0039547027088543,0.0013267018105250527,"[""state_entropy_change"", ""state_top_probability_change"", ""state_iat_change""]",LOW
870,CTU44,2011-08-13T06:04:00+00:00,RBot,0.9996336817345104,Murlo,0.999328822868182,0.0035245400394195,0.004374113934517594,"[""state_entropy_change"", ""state_top_probability_change"", ""state_iat_change""]",LOW
871,CTU44,2011-08-13T06:06:00+00:00,RBot,0.998272108524378,Murlo,0.9967469716947268,0.0136433615829837,11.687333164872728,"[""state_iat_change"", ""state_directionality_change"", ""state_destination_diversity_change""]",LOW
872,CTU44,2011-08-13T06:08:00+00:00,RBot,0.9996272045123296,Murlo,0.9993156095634944,0.0035760999291675,11.687045355350117,"[""state_iat_change"", ""state_directionality_change"", ""state_destination_diversity_change""]",LOW
873,CTU44,2011-08-13T06:11:00+00:00,RBot,0.9996247748507784,Murlo,0.9993106941436652,0.0035955282955263,0.003392079427515935,"[""state_iat_change"", ""state_entropy_change"", ""state_top_probability_change""]",LOW
874,CTU44,2011-08-13T06:13:00+00:00,RBot,0.9996336817345104,Murlo,0.999328822868182,0.0035245400394195,0.0036151454503190092,"[""state_iat_change"", ""state_entropy_change"", ""state_top_probability_change""]",LOW
875,CTU44,2011-08-13T06:15:00+00:00,RBot,0.9996360381484688,Murlo,0.9993335920773104,0.0035056314176816,0.00038732774768835706,"[""state_iat_change"", ""state_entropy_change"", ""state_top_probability_change""]",LOW
876,CTU44,2011-08-13T06:16:00+00:00,RBot,0.9951074358506,Murlo,0.9908264792101776,0.0335338541042764,2.8152351815298906,"[""state_byte_rate_change"", ""state_ack_rate_change"", ""state_packet_rate_change""]",LOW
877,CTU44,2011-08-13T06:17:00+00:00,RBot,0.9882259988170664,Murlo,0.97712608593312,0.067613551268204,3.4979155948336373,"[""state_iat_change"", ""state_ack_rate_change"", ""state_byte_rate_change""]",LOW
878,CTU44,2011-08-13T06:18:00+00:00,RBot,0.998331300527405,Murlo,0.9968603965749548,0.0132413564836584,15.883559299171845,"[""state_iat_change"", ""state_directionality_change"", ""state_top_probability_change""]",LOW
879,CTU44,2011-08-13T06:20:00+00:00,RBot,0.9996337645597568,Murlo,0.9993287891117248,0.0035232585404922,15.506352742063576,"[""state_iat_change"", ""state_directionality_change"", ""state_destination_diversity_change""]",LOW
880,CTU44,2011-08-13T06:22:00+00:00,RBot,0.9996313877406128,Murlo,0.9993239793253188,0.0035423126442525,0.000612779000473832,"[""state_iat_change"", ""state_entropy_change"", ""state_top_probability_change""]",LOW
881,CTU44,2011-08-13T06:25:00+00:00,RBot,0.998238507504148,Murlo,0.996657092963302,0.013775608889258,1.3054081210537738,"[""state_iat_change"", ""state_directionality_change"", ""state_destination_diversity_change""]",LOW
882,CTU44,2011-08-13T06:27:00+00:00,RBot,0.9995973228725508,Murlo,0.9992599698249012,0.0038291098504425,1.3032888836217544,"[""state_iat_change"", ""state_directionality_change"", ""state_destination_diversity_change""]",LOW
883,CTU44,2011-08-13T06:29:00+00:00,RBot,0.9996297255994367,Murlo,0.9993218925956168,0.0035596152435349,0.002372493272489659,"[""state_entropy_change"", ""state_top_probability_change"", ""state_iat_change""]",LOW
884,CTU44,2011-08-13T06:30:00+00:00,RBot,0.9946110550283694,Murlo,0.98957967584623,0.0354100111872867,0.87723351018654,"[""state_entropy_change"", ""state_top_probability_change"", ""state_directionality_change""]",LOW
885,CTU44,2011-08-13T06:31:00+00:00,RBot,0.9996313877406128,Murlo,0.9993239793253188,0.0035423126442525,0.8779257191387672,"[""state_entropy_change"", ""state_top_probability_change"", ""state_directionality_change""]",LOW
886,CTU44,2011-08-13T06:34:00+00:00,RBot,0.9996333049131216,Murlo,0.9993270765681938,0.0035248090127001,0.0008802534834806038,"[""state_iat_change"", ""state_entropy_change"", ""state_top_probability_change""]",LOW
887,CTU44,2011-08-13T06:36:00+00:00,RBot,0.9996313877406128,Murlo,0.9993239793253188,0.0035423126442525,0.0007638724554912361,"[""state_iat_change"", ""state_entropy_change"", ""state_top_probability_change""]",LOW
888,CTU44,2011-08-13T06:38:00+00:00,RBot,0.9996297728429284,Murlo,0.9993227483573882,0.0035619780215783,0.0007960094249419451,"[""state_iat_change"", ""state_entropy_change"", ""state_top_probability_change""]",LOW
889,CTU44,2011-08-13T06:41:00+00:00,RBot,0.9996212269587862,Murlo,0.999306614649368,0.0036333946037821,0.0010776052839388478,"[""state_iat_change"", ""state_entropy_change"", ""state_top_probability_change""]",LOW
890,CTU44,2011-08-13T06:42:00+00:00,RBot,0.9946110550283694,Murlo,0.98957967584623,0.0354100111872867,0.8768657231480826,"[""state_entropy_change"", ""state_top_probability_change"", ""state_directionality_change""]",LOW
891,CTU44,2011-08-13T06:43:00+00:00,RBot,0.9878313979197882,Murlo,0.9764222968829674,0.0696330175406389,9.89609763863532,"[""state_iat_change"", ""state_rst_rate_change"", ""state_port_diversity_change""]",LOW
892,CTU44,2011-08-13T06:44:00+00:00,RBot,0.9954837797300968,Murlo,0.991424985266693,0.0310387405000763,3.0871623913653594,"[""state_iat_change"", ""state_port_diversity_change"", ""state_top_probability_change""]",LOW
893,CTU44,2011-08-13T06:45:00+00:00,RBot,0.9996360381484688,Murlo,0.9993335920773104,0.0035056314176816,6.620739701396569,"[""state_iat_change"", ""state_rst_rate_change"", ""state_syn_rate_change""]",LOW
894,CTU44,2011-08-13T06:46:00+00:00,RBot,0.9923549014269152,Murlo,0.9853433213853408,0.0479590790270672,9.349774488342053,"[""state_iat_change"", ""state_rst_rate_change"", ""state_syn_rate_change""]",LOW
895,CTU44,2011-08-13T06:48:00+00:00,RBot,0.99429040919924,Murlo,0.9891579912348316,0.0377979039683406,9.72417322843424,"[""state_iat_change"", ""state_rst_rate_change"", ""state_byte_rate_change""]",LOW
896,CTU44,2011-08-13T06:50:00+00:00,RBot,0.9996360381484688,Murlo,0.9993335920773104,0.0035056314176816,3.330419000186873,"[""state_byte_rate_change"", ""state_ack_rate_change"", ""state_packet_rate_change""]",LOW
897,CTU44,2011-08-13T06:51:00+00:00,RBot,0.9969879335564916,Murlo,0.9942667595556712,0.0218861603322076,1.7015102100322326,"[""state_iat_change"", ""state_rst_rate_change"", ""state_syn_rate_change""]",LOW
898,CTU44,2011-08-13T06:52:00+00:00,RBot,0.9996336817345104,Murlo,0.999328822868182,0.0035245400394195,1.7011255034788688,"[""state_iat_change"", ""state_rst_rate_change"", ""state_syn_rate_change""]",LOW
899,CTU44,2011-08-13T06:53:00+00:00,RBot,0.9969967990106936,Murlo,0.994336646031882,0.0220158467340311,11.213656397146023,"[""state_iat_change"", ""state_rst_rate_change"", ""state_syn_rate_change""]",LOW
900,CTU44,2011-08-13T06:54:00+00:00,RBot,0.9883740295555667,Murlo,0.9775495601623142,0.067435452862818,16.031669678187242,"[""state_iat_change"", ""state_rst_rate_change"", ""state_top_probability_change""]",LOW
901,CTU44,2011-08-13T06:55:00+00:00,RBot,0.9856915039183776,Murlo,0.9720037203727792,0.0785120884849395,25.379595233148677,"[""state_iat_change"", ""state_port_diversity_change"", ""state_destination_diversity_change""]",LOW
902,CTU44,2011-08-13T06:57:00+00:00,RBot,0.999627124296394,Murlo,0.9993156484588588,0.0035773627046008,1.3586971223087063,"[""state_top_probability_change"", ""state_entropy_change"", ""state_directionality_change""]",LOW
903,CTU44,2011-08-13T06:59:00+00:00,RBot,0.9995973228725508,Murlo,0.9992599698249012,0.0038291098504425,0.0027299588347942144,"[""state_entropy_change"", ""state_top_probability_change"", ""state_iat_change""]",LOW
904,CTU44,2011-08-13T07:01:00+00:00,RBot,0.9984684300367148,Murlo,0.9971476041609566,0.0123879225115192,12.570175979645748,"[""state_iat_change"", ""state_rst_rate_change"", ""state_port_diversity_change""]",LOW
905,CTU44,2011-08-13T07:04:00+00:00,RBot,0.9996397510121464,Murlo,0.9993400281944496,0.0034727762894419,12.574208823566366,"[""state_iat_change"", ""state_rst_rate_change"", ""state_port_diversity_change""]",LOW
906,CTU44,2011-08-13T07:05:00+00:00,RBot,0.985581165693375,Murlo,0.9717804239263076,0.0789714165536769,1.3648239882260749,"[""state_top_probability_change"", ""state_entropy_change"", ""state_directionality_change""]",LOW
907,CTU44,2011-08-13T07:06:00+00:00,RBot,0.998256422479636,Murlo,0.99671617607709,0.0137471003416337,12.652442138261264,"[""state_iat_change"", ""state_top_probability_change"", ""state_entropy_change""]",LOW
908,CTU44,2011-08-13T07:08:00+00:00,RBot,0.999627124296394,Murlo,0.9993156484588588,0.0035773627046008,11.795176693291161,"[""state_iat_change"", ""state_directionality_change"", ""state_destination_diversity_change""]",LOW
909,CTU44,2011-08-13T07:11:00+00:00,RBot,0.9996275140797184,Murlo,0.9993182020706788,0.0035799279676038,0.0012577973330699691,"[""state_iat_change"", ""state_entropy_change"", ""state_top_probability_change""]",LOW
910,CTU44,2011-08-13T07:13:00+00:00,RBot,0.999627124296394,Murlo,0.9993156484588588,0.0035773627046008,0.00154245903666595,"[""state_iat_change"", ""state_entropy_change"", ""state_top_probability_change""]",LOW
911,CTU44,2011-08-13T07:15:00+00:00,RBot,0.9996337645597568,Murlo,0.9993287891117248,0.0035232585404922,0.0019147430959856352,"[""state_iat_change"", ""state_entropy_change"", ""state_top_probability_change""]",LOW
912,CTU44,2011-08-13T07:16:00+00:00,RBot,0.985581165693375,Murlo,0.9717804239263076,0.0789714165536769,1.3644814693828422,"[""state_top_probability_change"", ""state_entropy_change"", ""state_directionality_change""]",LOW
913,CTU44,2011-08-13T07:17:00+00:00,RBot,0.9913907066867044,Murlo,0.9832908515289812,0.0522067435432608,6.475039114216977,"[""state_iat_change"", ""state_port_diversity_change"", ""state_directionality_change""]",LOW
914,CTU44,2011-08-13T07:18:00+00:00,RBot,0.9946110550283694,Murlo,0.98957967584623,0.0354100111872867,6.344200208082857,"[""state_iat_change"", ""state_port_diversity_change"", ""state_directionality_change""]",LOW
915,CTU44,2011-08-13T07:20:00+00:00,RBot,0.9948780191228804,Murlo,0.9903520963145124,0.0347418434493793,4.256482132804287,"[""state_iat_change"", ""state_ack_rate_change"", ""state_byte_rate_change""]",LOW
916,CTU44,2011-08-13T07:22:00+00:00,RBot,0.9949575988545408,Murlo,0.9903115870363474,0.0336723673693693,9.23259120415631,"[""state_iat_change"", ""state_byte_rate_change"", ""state_ack_rate_change""]",LOW
917,CTU44,2011-08-13T07:24:00+00:00,RBot,0.9996212521074802,Murlo,0.99930582759001,0.0036307939462798,9.715917116858007,"[""state_iat_change"", ""state_rst_rate_change"", ""state_port_diversity_change""]",LOW
918,CTU44,2011-08-13T07:26:00+00:00,RBot,0.9856915039183776,Murlo,0.9720037203727792,0.0785120884849395,1.3579293775382153,"[""state_top_probability_change"", ""state_entropy_change"", ""state_directionality_change""]",LOW
919,CTU44,2011-08-13T07:27:00+00:00,RBot,0.9995998450249176,Murlo,0.9992652898012326,0.0038097925693574,1.3570351998870338,"[""state_top_probability_change"", ""state_entropy_change"", ""state_directionality_change""]",LOW
920,CTU44,2011-08-13T07:29:00+00:00,RBot,0.9995973228725508,Murlo,0.9992599698249012,0.0038291098504425,0.000640519618864017,"[""state_iat_change"", ""state_entropy_change"", ""state_top_probability_change""]",LOW
921,CTU44,2011-08-13T07:30:00+00:00,RBot,0.9946110550283694,Murlo,0.98957967584623,0.0354100111872867,0.8749907660330921,"[""state_entropy_change"", ""state_top_probability_change"", ""state_directionality_change""]",LOW
922,CTU44,2011-08-13T07:31:00+00:00,RBot,0.9996247748507784,Murlo,0.9993106941436652,0.0035955282955263,0.8770219468790968,"[""state_entropy_change"", ""state_top_probability_change"", ""state_directionality_change""]",LOW
923,CTU44,2011-08-13T07:34:00+00:00,RBot,0.999627124296394,Murlo,0.9993156484588588,0.0035773627046008,0.00016798613816118493,"[""state_entropy_change"", ""state_top_probability_change"", ""state_iat_change""]",LOW
924,CTU44,2011-08-13T07:36:00+00:00,RBot,0.9995645848053688,Murlo,0.9991970918020554,0.0040978430164187,0.004672472103733073,"[""state_entropy_change"", ""state_top_probability_change"", ""state_iat_change""]",LOW
925,CTU44,2011-08-13T07:38:00+00:00,RBot,0.9996419848236424,Murlo,0.999344747830876,0.0034554212511724,0.006000569443682279,"[""state_entropy_change"", ""state_top_probability_change"", ""state_iat_change""]",LOW
926,CTU44,2011-08-13T07:40:00+00:00,RBot,0.99960243257645,Murlo,0.9992705251019762,0.0037892660308619,0.0029090296389922992,"[""state_entropy_change"", ""state_top_probability_change"", ""state_iat_change""]",LOW
927,CTU44,2011-08-13T07:42:00+00:00,RBot,0.9946207132510614,Murlo,0.9895968370415807,0.0353498489693037,0.8745921415073048,"[""state_entropy_change"", ""state_top_probability_change"", ""state_directionality_change""]",LOW
928,CTU44,2011-08-13T07:43:00+00:00,RBot,0.9996336817345104,Murlo,0.999328822868182,0.0035245400394195,0.8778986326864452,"[""state_entropy_change"", ""state_top_probability_change"", ""state_directionality_change""]",LOW
929,CTU44,2011-08-13T07:44:00+00:00,RBot,0.9930113094952496,Murlo,0.9866156260592795,0.0445800752630462,6.014248235150088,"[""state_iat_change"", ""state_ack_rate_change"", ""state_entropy_change""]",LOW
930,CTU44,2011-08-13T07:47:00+00:00,RBot,0.9996247748507784,Murlo,0.9993106941436652,0.0035955282955263,6.014564619066468,"[""state_iat_change"", ""state_ack_rate_change"", ""state_entropy_change""]",LOW
931,CTU44,2011-08-13T07:49:00+00:00,RBot,0.9996336817345104,Murlo,0.999328822868182,0.0035245400394195,0.0015195005882115227,"[""state_iat_change"", ""state_entropy_change"", ""state_top_probability_change""]",LOW
