source_row_index,scenario_id,window_start,window_end,split,family_probability_provenance,family_probability_neris,family_probability_rbot,family_probability_virut,family_probability_donbot,family_probability_sogou,family_probability_murlo,family_probability_nsis_agent,predicted_family,top_family_confidence,second_family_probability,top1_top2_margin,family_entropy,top2_family,state_packet_rate,state_byte_rate,state_syn_rate,state_ack_rate,state_rst_rate,state_fin_rate,state_iat,state_destination_diversity,state_port_diversity,state_directionality,state_top_probability_change,state_entropy_change,state_packet_rate_change,state_byte_rate_change,state_syn_rate_change,state_ack_rate_change,state_rst_rate_change,state_fin_rate_change,state_iat_change,state_destination_diversity_change,state_port_diversity_change,state_directionality_change
1103,CTU44,2011-08-13T13:02:00+00:00,2011-08-13T13:03:00+00:00,train,in_sample_training_prediction,1.9971505886928508e-05,0.999568944342621,1.562745171573975e-05,1.6234543432313117e-05,7.181761716566726e-06,0.0003643850758284,7.655318799026798e-06,RBot,0.999568944342621,0.0003643850758284,0.9992045592667926,0.004059246684480022,Murlo,0.0666666666666666,4.95,0.0,4.0,0.0,0.0,0.0392983754475911,2.0,2.0,1.0,0.0030257561079741757,-0.021075300334066356,0.0,0.0,0.0,0.0,0.0,0.0,0.00029635429382320055,0.0,0.0,0.0
1104,CTU44,2011-08-13T13:04:00+00:00,2011-08-13T13:05:00+00:00,train,in_sample_training_prediction,0.011228486287253,0.5944276416506176,0.0204247649525427,0.0059492197672385,0.0013031707730718,0.3652842956829688,0.0013824208863074,RBot,0.5944276416506176,0.3652842956829688,0.2291433459676488,0.8551919034324597,Murlo,0.6,74.4,4.0,14.0,2.0,0.0,0.3941019466945103,6.0,8.0,3.0,-0.40514130269200344,0.8511326567479797,0.5333333333333334,69.45,4.0,10.0,2.0,0.0,0.3548035712469192,4.0,6.0,2.0
1105,CTU44,2011-08-13T13:05:00+00:00,2011-08-13T13:06:00+00:00,train,in_sample_training_prediction,0.000639471493033,0.8632617206941317,0.0006072499180809,0.001592849026062,0.0004806026177033,0.1329965205525755,0.0004215856984132,RBot,0.8632617206941317,0.1329965205525755,0.7302652001415562,0.4216539540821885,Murlo,0.0333333333333333,2.0,0.0,2.0,2.0,0.0,1.0967254638671877e-05,1.0,1.0,2.0,0.2688340790435141,-0.4335379493502712,-0.5666666666666667,-72.4,-4.0,-12.0,0.0,0.0,-0.39409097943987165,-5.0,-7.0,-1.0
1106,CTU44,2011-08-13T13:06:00+00:00,2011-08-13T13:07:00+00:00,train,in_sample_training_prediction,1.9971505886928508e-05,0.999568944342621,1.562745171573975e-05,1.6234543432313117e-05,7.181761716566726e-06,0.0003643850758284,7.655318799026798e-06,RBot,0.999568944342621,0.0003643850758284,0.9992045592667926,0.004059246684480022,Murlo,0.0666666666666666,4.95,0.0,4.0,0.0,0.0,0.039234717686971,2.0,2.0,1.0,0.13630722364848935,-0.41759470739770843,0.0333333333333333,2.95,0.0,2.0,-2.0,0.0,0.03922375043233233,1.0,1.0,-1.0
1107,CTU44,2011-08-13T13:07:00+00:00,2011-08-13T13:08:00+00:00,train,in_sample_training_prediction,6.665398677620107e-05,0.9945706244640238,7.559185844483498e-05,8.947701767104617e-05,5.845096720028697e-05,0.0050732622498839,6.593945599999835e-05,RBot,0.9945706244640238,0.0050732622498839,0.9894973622141399,0.03561747748273921,Murlo,0.0333333333333333,8.1,0.0,0.0,0.0,0.0,1.0013580322265623e-05,1.0,1.0,2.0,-0.004998319878597224,0.03155823079825919,-0.0333333333333333,3.1499999999999995,0.0,-4.0,0.0,0.0,-0.03922470410664874,-1.0,-1.0,1.0
1108,CTU44,2011-08-13T13:09:00+00:00,2011-08-13T13:10:00+00:00,train,in_sample_training_prediction,1.950763767526061e-05,0.9996360381484688,1.3900555380487383e-05,1.398504305284082e-05,6.872730603213535e-06,0.0003024460711583,7.249813661114583e-06,RBot,0.9996360381484688,0.0003024460711583,0.9993335920773105,0.0035056314176816292,Murlo,0.0666666666666666,4.95,0.0,4.0,0.0,0.0,0.038975715637207,2.0,2.0,1.0,0.005065413684445019,-0.032111846065057584,0.0333333333333333,-3.1499999999999995,0.0,4.0,0.0,0.0,0.03896570205688473,1.0,1.0,-1.0
1109,CTU44,2011-08-13T13:11:00+00:00,2011-08-13T13:12:00+00:00,train,in_sample_training_prediction,1.949701339837523e-05,0.9996273270760182,1.4240867815332728e-05,1.4467212259539723e-05,6.903371429436864e-06,0.0003102887607334,7.275698345666861e-06,RBot,0.9996273270760182,0.0003102887607334,0.9993170383152848,0.0035788197451747327,Murlo,0.0666666666666666,4.95,0.0,4.0,0.0,0.0,0.0390237172444661,2.0,2.0,1.0,-8.711072450595658e-06,7.318832749310345e-05,0.0,0.0,0.0,0.0,0.0,0.0,4.800160725910302e-05,0.0,0.0,0.0
1110,CTU44,2011-08-13T13:12:00+00:00,2011-08-13T13:13:00+00:00,train,in_sample_training_prediction,0.0001687379134395,0.9934791179577632,0.0003127022485175,8.0096298082723e-05,4.53783102492612e-05,0.0058775237112277,3.644356072002931e-05,RBot,0.9934791179577632,0.0058775237112277,0.9876015942465355,0.04226136056020932,Murlo,0.6,84.96666666666667,3.0,31.0,0.0,3.0,0.0014863422938755,3.0,3.0,2.272727272727273,-0.006148209118254977,0.03868254081503459,0.5333333333333334,80.01666666666667,3.0,27.0,0.0,3.0,-0.0375373749505906,1.0,1.0,1.272727272727273
1111,CTU44,2011-08-13T13:13:00+00:00,2011-08-13T13:14:00+00:00,train,in_sample_training_prediction,1.944967975084685e-05,0.999627124296394,1.38588465081356e-05,1.401097024628843e-05,6.8522331708819655e-06,0.0003114758375353,7.228136394435402e-06,RBot,0.999627124296394,0.0003114758375353,0.9993156484588587,0.0035773627046008787,Murlo,0.0666666666666666,4.95,0.0,4.0,0.0,0.0,0.0398536523183186,2.0,2.0,1.0,0.006148006338630774,-0.03868399785560844,-0.5333333333333334,-80.01666666666667,-3.0,-27.0,0.0,-3.0,0.038367310024443095,-1.0,-1.0,-1.272727272727273
1112,CTU44,2011-08-13T13:16:00+00:00,2011-08-13T13:17:00+00:00,train,in_sample_training_prediction,1.942985100114593e-05,0.9996337645597568,1.383987044993886e-05,1.3903498401322677e-05,6.855013683434839e-06,0.000304975448032,7.231758675364815e-06,RBot,0.9996337645597568,0.000304975448032,0.9993287891117248,0.003523258540492256,Murlo,0.0666666666666666,4.95,0.0,4.0,0.0,0.0,0.0389966964721679,2.0,2.0,1.0,6.640263362833743e-06,-5.4104164108622656e-05,0.0,0.0,0.0,0.0,0.0,0.0,-0.0008569558461506976,0.0,0.0,0.0
1113,CTU44,2011-08-13T13:18:00+00:00,2011-08-13T13:19:00+00:00,train,in_sample_training_prediction,5.0475907827498966e-05,0.998362290452432,6.995212848623304e-05,3.97314690860588e-05,1.969745970640285e-05,0.0014396914155492,1.8161166912488623e-05,RBot,0.998362290452432,0.0014396914155492,0.9969225990368827,0.013039716362916318,Murlo,0.1,13.05,0.0,4.0,0.0,0.0,5.544667768478393,3.0,3.0,2.0,-0.0012714741073248659,0.009516457822424062,0.03333333333333341,8.100000000000001,0.0,0.0,0.0,0.0,5.505671072006225,1.0,1.0,1.0
1114,CTU44,2011-08-13T13:20:00+00:00,2011-08-13T13:21:00+00:00,train,in_sample_training_prediction,1.9412146644726062e-05,0.9996313877406128,1.3827104820556125e-05,1.3890781983553864e-05,6.848724818514226e-06,0.0003074084152941,7.225085825893919e-06,RBot,0.9996313877406128,0.0003074084152941,0.9993239793253187,0.003542312644252545,Murlo,0.0666666666666666,4.95,0.0,4.0,0.0,0.0,0.0390287240346272,2.0,2.0,1.0,0.0012690972881808094,-0.009497403718663772,-0.03333333333333341,-8.100000000000001,0.0,0.0,0.0,0.0,-5.505639044443766,-1.0,-1.0,-1.0
1115,CTU44,2011-08-13T13:22:00+00:00,2011-08-13T13:23:00+00:00,train,in_sample_training_prediction,1.9489862838064356e-05,0.9996336817345104,1.3887734060056752e-05,1.3972252337988916e-05,6.866425624795104e-06,0.0003048588663285,7.243124299934988e-06,RBot,0.9996336817345104,0.0003048588663285,0.9993288228681819,0.003524540039419522,Murlo,0.0666666666666666,4.95,0.0,4.0,0.0,0.0,0.039076010386149,2.0,2.0,1.0,2.293993897617419e-06,-1.7772604833023176e-05,0.0,0.0,0.0,0.0,0.0,0.0,4.728635152180527e-05,0.0,0.0,0.0
1116,CTU44,2011-08-13T13:25:00+00:00,2011-08-13T13:26:00+00:00,train,in_sample_training_prediction,1.886955253729144e-05,0.9996397510121464,1.3807157088899951e-05,1.3594318218112036e-05,6.937681372564375e-06,0.0002997228176969,7.317460939731585e-06,RBot,0.9996397510121464,0.0002997228176969,0.9993400281944496,0.0034727762894419156,Murlo,0.0666666666666666,4.95,0.0,4.0,0.0,0.0,0.0389583905537923,2.0,2.0,1.0,6.0692776360227185e-06,-5.17637499776063e-05,0.0,0.0,0.0,0.0,0.0,0.0,-0.00011761983235670376,0.0,0.0,0.0
1117,CTU44,2011-08-13T13:27:00+00:00,2011-08-13T13:28:00+00:00,train,in_sample_training_prediction,2.01262989255346e-05,0.9995646677420136,1.586663068451133e-05,1.6576972285446408e-05,7.336559547046548e-06,0.0003676335371086,7.792259435084541e-06,RBot,0.9995646677420136,0.0003676335371086,0.999197034204905,0.004096485499675783,Murlo,0.0666666666666666,4.95,0.0,4.0,0.0,0.0,0.038977305094401,2.0,2.0,1.0,-7.508327013283633e-05,0.0006237092102338673,0.0,0.0,0.0,0.0,0.0,0.0,1.8914540608698516e-05,0.0,0.0,0.0
1118,CTU44,2011-08-13T13:29:00+00:00,2011-08-13T13:30:00+00:00,train,in_sample_training_prediction,1.9971505886928508e-05,0.999568944342621,1.562745171573975e-05,1.6234543432313117e-05,7.181761716566726e-06,0.0003643850758284,7.655318799026798e-06,RBot,0.999568944342621,0.0003643850758284,0.9992045592667926,0.004059246684480022,Murlo,0.0666666666666666,4.95,0.0,4.0,0.0,0.0,0.0390126705169677,2.0,2.0,1.0,4.2766006074224094e-06,-3.723881519576092e-05,0.0,0.0,0.0,0.0,0.0,0.0,3.536542256669939e-05,0.0,0.0,0.0
1119,CTU44,2011-08-13T13:30:00+00:00,2011-08-13T13:31:00+00:00,train,in_sample_training_prediction,0.0002585622238057,0.9655443428261185,0.0003550532395327,0.0003444746284845,9.664432711432818e-05,0.0333178009252358,8.312182970852754e-05,RBot,0.9655443428261185,0.0333178009252358,0.9322265419008826,0.15656820177070926,Murlo,0.1,12.1,3.0,2.0,1.0,0.0,3.097448778152466,3.0,3.0,2.0,-0.03402460151650255,0.15250895508622925,0.03333333333333341,7.1499999999999995,3.0,-2.0,1.0,0.0,3.0584361076354982,1.0,1.0,1.0
1120,CTU44,2011-08-13T13:32:00+00:00,2011-08-13T13:33:00+00:00,train,in_sample_training_prediction,1.9412146644726062e-05,0.9996313877406128,1.3827104820556125e-05,1.3890781983553864e-05,6.848724818514226e-06,0.0003074084152941,7.225085825893919e-06,RBot,0.9996313877406128,0.0003074084152941,0.9993239793253187,0.003542312644252545,Murlo,0.0666666666666666,4.95,0.0,4.0,0.0,0.0,0.039026657740275,2.0,2.0,1.0,0.034087044914494324,-0.15302588912645673,-0.03333333333333341,-7.1499999999999995,-3.0,2.0,-1.0,0.0,-3.058422120412191,-1.0,-1.0,-1.0
1121,CTU44,2011-08-13T13:34:00+00:00,2011-08-13T13:35:00+00:00,train,in_sample_training_prediction,1.9795525623806263e-05,0.9995973228725508,1.5098685518247326e-05,1.5914629408834365e-05,7.064555132313891e-06,0.0003373530476497,7.450684116416272e-06,RBot,0.9995973228725508,0.0003373530476497,0.9992599698249011,0.0038291098504425526,Murlo,0.0666666666666666,4.95,0.0,4.0,0.0,0.0,0.0390193462371826,2.0,2.0,1.0,-3.406486806201148e-05,0.00028679720619000744,0.0,0.0,0.0,0.0,0.0,0.0,-7.3115030923970314e-06,0.0,0.0,0.0
1122,CTU44,2011-08-13T13:36:00+00:00,2011-08-13T13:37:00+00:00,train,in_sample_training_prediction,1.9267236664393856e-05,0.9996324343587508,1.3700503191910336e-05,1.350940420954959e-05,6.866586881809855e-06,0.0003069783708541,7.243539447412305e-06,RBot,0.9996324343587508,0.0003069783708541,0.9993254559878967,0.0035320050351669518,Murlo,0.0666666666666666,4.95,0.0,4.0,0.0,0.0,0.0389657020568847,2.0,2.0,1.0,3.5111486200056774e-05,-0.0002971048152756008,0.0,0.0,0.0,0.0,0.0,0.0,-5.3644180297900135e-05,0.0,0.0,0.0
1123,CTU44,2011-08-13T13:37:00+00:00,2011-08-13T13:38:00+00:00,train,in_sample_training_prediction,0.0001740469815523,0.9881276112155638,0.0001788909495571,0.0001910545226911,6.644991746430905e-05,0.011187144031698,7.480238147328664e-05,RBot,0.9881276112155638,0.011187144031698,0.9769404671838658,0.06810139177555292,Murlo,0.25,25.116666666666667,0.0,0.0,0.0,0.0,0.2173777818679809,2.0,2.0,5.0,-0.011504823143187015,0.06456938674038597,0.1833333333333334,20.166666666666668,0.0,-4.0,0.0,0.0,0.1784120798110962,0.0,0.0,4.0
1124,CTU44,2011-08-13T13:39:00+00:00,2011-08-13T13:40:00+00:00,train,in_sample_training_prediction,1.9372122713409574e-05,0.9996247748507784,1.37983426164662e-05,1.3929273359951838e-05,6.834568571779458e-06,0.0003140807071132,7.210134846609458e-06,RBot,0.9996247748507784,0.0003140807071132,0.9993106941436651,0.003595528295526328,Murlo,0.0666666666666666,4.95,0.0,4.0,0.0,0.0,0.0399832725524902,2.0,2.0,1.0,0.01149716363521458,-0.0645058634800266,-0.1833333333333334,-20.166666666666668,0.0,4.0,0.0,0.0,-0.1773945093154907,0.0,0.0,-4.0
1125,CTU44,2011-08-13T13:41:00+00:00,2011-08-13T13:42:00+00:00,train,in_sample_training_prediction,1.9412146644726062e-05,0.9996313877406128,1.3827104820556125e-05,1.3890781983553864e-05,6.848724818514226e-06,0.0003074084152941,7.225085825893919e-06,RBot,0.9996313877406128,0.0003074084152941,0.9993239793253187,0.003542312644252545,Murlo,0.0666666666666666,4.95,0.0,4.0,0.0,0.0,0.0390826861063639,2.0,2.0,1.0,6.61288983438979e-06,-5.321565127378285e-05,0.0,0.0,0.0,0.0,0.0,0.0,-0.0009005864461262975,0.0,0.0,0.0
1126,CTU44,2011-08-13T13:43:00+00:00,2011-08-13T13:44:00+00:00,train,in_sample_training_prediction,5.056474072818877e-05,0.9982901330687188,6.957124727144234e-05,4.2291909802236064e-05,1.93031317434411e-05,0.001510298520888,1.7837380847811592e-05,RBot,0.9982901330687188,0.001510298520888,0.9967798345478308,0.013515181848258558,Murlo,0.1,13.05,0.0,4.0,0.0,0.0,7.20711760520935,3.0,3.0,2.0,-0.0013412546718939433,0.009972869204006012,0.03333333333333341,8.100000000000001,0.0,0.0,0.0,0.0,7.168034919102986,1.0,1.0,1.0
1127,CTU44,2011-08-13T13:44:00+00:00,2011-08-13T13:45:00+00:00,train,in_sample_training_prediction,0.0002969851790342,0.9748444519230208,0.0004789286943307,0.0002631053944071,0.0001194267938416,0.0239039924374801,9.310957788519002e-05,RBot,0.9748444519230208,0.0239039924374801,0.9509404594855407,0.12427174829733127,Murlo,0.6,84.96666666666667,3.0,31.0,0.0,3.0,0.0014863150460379,3.0,3.0,2.272727272727273,-0.023445681145698005,0.11075656644907271,0.5,71.91666666666667,3.0,27.0,0.0,3.0,-7.205631290163312,0.0,0.0,0.27272727272727293
1128,CTU44,2011-08-13T13:45:00+00:00,2011-08-13T13:46:00+00:00,train,in_sample_training_prediction,1.9412146644726062e-05,0.9996313877406128,1.3827104820556125e-05,1.3890781983553864e-05,6.848724818514226e-06,0.0003074084152941,7.225085825893919e-06,RBot,0.9996313877406128,0.0003074084152941,0.9993239793253187,0.003542312644252545,Murlo,0.0666666666666666,4.95,0.0,4.0,0.0,0.0,0.039042313893636,2.0,2.0,1.0,0.02478693581759195,-0.12072943565307873,-0.5333333333333334,-80.01666666666667,-3.0,-27.0,0.0,-3.0,0.0375559988475981,-1.0,-1.0,-1.272727272727273
1129,CTU44,2011-08-13T13:48:00+00:00,2011-08-13T13:49:00+00:00,train,in_sample_training_prediction,2.022539612320736e-05,0.9995418706363528,1.6108587528856e-05,1.6685465051287115e-05,7.381146266799467e-06,0.0003898863073197,7.842461356964326e-06,RBot,0.9995418706363528,0.0003898863073197,0.9991519843290331,0.004277854020300779,Murlo,0.0666666666666666,4.95,0.0,4.0,0.0,0.0,0.03909166653951,2.0,2.0,1.0,-8.951710425997295e-05,0.0007355413760482335,0.0,0.0,0.0,0.0,0.0,0.0,4.935264587400262e-05,0.0,0.0,0.0
1130,CTU44,2011-08-13T13:50:00+00:00,2011-08-13T13:51:00+00:00,train,in_sample_training_prediction,1.9489862838064356e-05,0.9996336817345104,1.3887734060056752e-05,1.3972252337988916e-05,6.866425624795104e-06,0.0003048588663285,7.243124299934988e-06,RBot,0.9996336817345104,0.0003048588663285,0.9993288228681819,0.003524540039419522,Murlo,0.0666666666666666,4.95,0.0,4.0,0.0,0.0,0.0391483306884765,2.0,2.0,1.0,9.181109815759037e-05,-0.0007533139808812567,0.0,0.0,0.0,0.0,0.0,0.0,5.66641489664968e-05,0.0,0.0,0.0
1131,CTU44,2011-08-13T13:52:00+00:00,2011-08-13T13:53:00+00:00,train,in_sample_training_prediction,1.9489862838064356e-05,0.9996336817345104,1.3887734060056752e-05,1.3972252337988916e-05,6.866425624795104e-06,0.0003048588663285,7.243124299934988e-06,RBot,0.9996336817345104,0.0003048588663285,0.9993288228681819,0.003524540039419522,Murlo,0.0666666666666666,4.95,0.0,4.0,0.0,0.0,0.0391323566436767,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.597404479979775e-05,0.0,0.0,0.0
1132,CTU44,2011-08-13T13:54:00+00:00,2011-08-13T13:55:00+00:00,train,in_sample_training_prediction,6.665398677620107e-05,0.9945706244640238,7.559185844483498e-05,8.947701767104617e-05,5.845096720028697e-05,0.0050732622498839,6.593945599999835e-05,RBot,0.9945706244640238,0.0050732622498839,0.9894973622141399,0.03561747748273921,Murlo,0.0333333333333333,8.1,0.0,0.0,0.0,0.0,1.0013580322265623e-05,1.0,1.0,2.0,-0.005063057270486615,0.03209293744331969,-0.0333333333333333,3.1499999999999995,0.0,-4.0,0.0,0.0,-0.03912234306335444,-1.0,-1.0,1.0
1133,CTU44,2011-08-13T13:55:00+00:00,2011-08-13T13:56:00+00:00,train,in_sample_training_prediction,4.841617368264721e-05,0.9989873275227384,4.8701193553542165e-05,3.607545545306051e-05,1.8724453752130347e-05,0.0008418873323216,1.8867868498662924e-05,RBot,0.9989873275227384,0.0008418873323216,0.9981454401904168,0.008715370830470833,Murlo,0.1,7.95,0.0,4.0,0.0,0.0,9.02839879989624,3.0,3.0,2.0,0.004416703058714666,-0.02690210665226838,0.06666666666666671,-0.14999999999999947,0.0,4.0,0.0,0.0,9.028388786315917,2.0,2.0,0.0
1134,CTU44,2011-08-13T13:57:00+00:00,2011-08-13T13:58:00+00:00,train,in_sample_training_prediction,1.942985100114593e-05,0.9996337645597568,1.383987044993886e-05,1.3903498401322677e-05,6.855013683434839e-06,0.000304975448032,7.231758675364815e-06,RBot,0.9996337645597568,0.000304975448032,0.9993287891117248,0.003523258540492256,Murlo,0.0666666666666666,4.95,0.0,4.0,0.0,0.0,0.0389959812164306,2.0,2.0,1.0,0.0006464370370183881,-0.005192112289978576,-0.03333333333333341,-3.0,0.0,0.0,0.0,0.0,-8.989402818679809,-1.0,-1.0,-1.0
1135,CTU44,2011-08-13T13:59:00+00:00,2011-08-13T14:00:00+00:00,train,in_sample_training_prediction,1.9412146644726062e-05,0.9996313877406128,1.3827104820556125e-05,1.3890781983553864e-05,6.848724818514226e-06,0.0003074084152941,7.225085825893919e-06,RBot,0.9996313877406128,0.0003074084152941,0.9993239793253187,0.003542312644252545,Murlo,0.0666666666666666,4.95,0.0,4.0,0.0,0.0,0.0392920176188151,2.0,2.0,1.0,-2.376819144056519e-06,1.905410376028911e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00029603640238450024,0.0,0.0,0.0
1136,CTU44,2011-08-13T14:02:00+00:00,2011-08-13T14:03:00+00:00,train,in_sample_training_prediction,2.101119063711151e-05,0.9995670295218916,1.496452548240195e-05,1.5025828387976166e-05,7.349392014439589e-06,0.0003668666440823,7.752897504176374e-06,RBot,0.9995670295218916,0.0003668666440823,0.9992001628778093,0.004072514278617717,Murlo,0.0666666666666666,4.95,0.0,4.0,0.0,0.0,0.0413313706715901,2.0,2.0,1.0,-6.43582187211944e-05,0.0005302016343651716,0.0,0.0,0.0,0.0,0.0,0.0,0.0020393530527750003,0.0,0.0,0.0
1137,CTU44,2011-08-13T14:04:00+00:00,2011-08-13T14:05:00+00:00,train,in_sample_training_prediction,1.9971505886928508e-05,0.999568944342621,1.562745171573975e-05,1.6234543432313117e-05,7.181761716566726e-06,0.0003643850758284,7.655318799026798e-06,RBot,0.999568944342621,0.0003643850758284,0.9992045592667926,0.004059246684480022,Murlo,0.0666666666666666,4.95,0.0,4.0,0.0,0.0,0.0390512943267822,2.0,2.0,1.0,1.9148207294206188e-06,-1.3267594137694738e-05,0.0,0.0,0.0,0.0,0.0,0.0,-0.0022800763448079034,0.0,0.0,0.0
1138,CTU44,2011-08-13T14:06:00+00:00,2011-08-13T14:07:00+00:00,train,in_sample_training_prediction,1.9489862838064356e-05,0.9996336817345104,1.3887734060056752e-05,1.3972252337988916e-05,6.866425624795104e-06,0.0003048588663285,7.243124299934988e-06,RBot,0.9996336817345104,0.0003048588663285,0.9993288228681819,0.003524540039419522,Murlo,0.0666666666666666,4.95,0.0,4.0,0.0,0.0,0.0393503506978352,2.0,2.0,1.0,6.47373918893912e-05,-0.0005347066450605,0.0,0.0,0.0,0.0,0.0,0.0,0.00029905637105299976,0.0,0.0,0.0
1139,CTU44,2011-08-13T14:07:00+00:00,2011-08-13T14:08:00+00:00,train,in_sample_training_prediction,6.692340169820837e-05,0.9946110550283694,7.592622658837021e-05,9.000525843417082e-05,5.86042838490504e-05,0.0050313791821396,6.610661892102955e-05,RBot,0.9946110550283694,0.0050313791821396,0.9895796758462299,0.03541001118728678,Murlo,0.0333333333333333,8.1,0.0,0.0,0.0,0.0,1.0967254638671877e-05,1.0,1.0,2.0,-0.0050226267061409535,0.03188547114786726,-0.0333333333333333,3.1499999999999995,0.0,-4.0,0.0,0.0,-0.03933938344319653,-1.0,-1.0,1.0
1140,CTU44,2011-08-13T14:08:00+00:00,2011-08-13T14:09:00+00:00,train,in_sample_training_prediction,4.088730073793225e-05,0.9985291438091972,5.650513481238649e-05,4.02825243602124e-05,1.6788086551601643e-05,0.0013004188985857,1.5974245754877026e-05,RBot,0.9985291438091972,0.0013004188985857,0.9972287249106115,0.011845640598967972,Murlo,0.1,12.683333333333334,0.0,4.0,0.0,0.0,2.9389199733734133,3.0,3.0,2.0,0.0039180887808277776,-0.02356437058831881,0.06666666666666671,4.583333333333334,0.0,4.0,0.0,0.0,2.9389090061187746,2.0,2.0,0.0
1141,CTU44,2011-08-13T14:11:00+00:00,2011-08-13T14:12:00+00:00,train,in_sample_training_prediction,1.9971505886928508e-05,0.999568944342621,1.562745171573975e-05,1.6234543432313117e-05,7.181761716566726e-06,0.0003643850758284,7.655318799026798e-06,RBot,0.999568944342621,0.0003643850758284,0.9992045592667926,0.004059246684480022,Murlo,0.0666666666666666,4.95,0.0,4.0,0.0,0.0,0.0394356250762939,2.0,2.0,1.0,0.0010398005334237848,-0.00778639391448795,-0.03333333333333341,-7.733333333333333,0.0,0.0,0.0,0.0,-2.8994843482971193,-1.0,-1.0,-1.0
1142,CTU44,2011-08-13T14:13:00+00:00,2011-08-13T14:14:00+00:00,train,in_sample_training_prediction,1.9782922151471585e-05,0.9996320560499542,1.4481164216554718e-05,1.4278654645203384e-05,7.263096057850473e-06,0.0003044781174831,7.659995491515024e-06,RBot,0.9996320560499542,0.0003044781174831,0.9993275779324711,0.003544306298794641,Murlo,0.0666666666666666,4.95,0.0,4.0,0.0,0.0,0.0389380455017089,2.0,2.0,1.0,6.31117073331966e-05,-0.000514940385685381,0.0,0.0,0.0,0.0,0.0,0.0,-0.0004975795745849956,0.0,0.0,0.0
1143,CTU44,2011-08-13T14:15:00+00:00,2011-08-13T14:16:00+00:00,train,in_sample_training_prediction,1.9372122713409574e-05,0.9996247748507784,1.37983426164662e-05,1.3929273359951838e-05,6.834568571779458e-06,0.0003140807071132,7.210134846609458e-06,RBot,0.9996247748507784,0.0003140807071132,0.9993106941436651,0.003595528295526328,Murlo,0.0666666666666666,4.95,0.0,4.0,0.0,0.0,0.0394539833068847,2.0,2.0,1.0,-7.281199175812603e-06,5.1221996731686936e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0005159378051758021,0.0,0.0,0.0
1144,CTU44,2011-08-13T14:16:00+00:00,2011-08-13T14:17:00+00:00,train,in_sample_training_prediction,0.0001944883061109,0.9909925000170422,0.0003506939170261,0.0001044684980099,5.920866112264162e-05,0.0082530872292366,4.555337145145348e-05,RBot,0.9909925000170422,0.0082530872292366,0.9827394127878056,0.054999531333330104,Murlo,0.6,84.96666666666667,3.0,31.0,0.0,3.0,0.0014870030539376,3.0,3.0,2.272727272727273,-0.008632274833736187,0.05140400303780378,0.5333333333333334,80.01666666666667,3.0,27.0,0.0,3.0,-0.037966980252947105,1.0,1.0,1.272727272727273
1145,CTU44,2011-08-13T14:18:00+00:00,2011-08-13T14:19:00+00:00,train,in_sample_training_prediction,0.0001658129058368,0.9947584975817364,0.0001260603819925,0.0001163885393735,3.874891812720963e-05,0.0047582900631022,3.620160983132207e-05,RBot,0.9947584975817364,0.0047582900631022,0.9900002075186342,0.03506780581506505,Murlo,0.1666666666666666,17.35,3.0,6.0,1.0,0.0,4.821026669608222,4.0,5.0,1.5,0.003765997564694201,-0.019931725518265053,-0.43333333333333335,-67.61666666666667,0.0,-25.0,1.0,-3.0,4.8195396665542845,1.0,2.0,-0.7727272727272729
1146,CTU44,2011-08-13T14:20:00+00:00,2011-08-13T14:21:00+00:00,train,in_sample_training_prediction,1.9836624186905773e-05,0.9996188648162324,1.4617722022448154e-05,1.5240108757333666e-05,6.911049899840391e-06,0.0003172434052478,7.286273653312036e-06,RBot,0.9996188648162324,0.0003172434052478,0.9993016214109847,0.0036516085386115505,Murlo,0.0666666666666666,4.95,0.0,4.0,0.0,0.0,0.0390626589457194,2.0,2.0,1.0,0.00486036723449601,-0.0314161972764535,-0.1,-12.400000000000002,-3.0,-2.0,-1.0,0.0,-4.781964010662502,-2.0,-3.0,-0.5
1147,CTU44,2011-08-13T14:22:00+00:00,2011-08-13T14:23:00+00:00,train,in_sample_training_prediction,1.9688358881000105e-05,0.999605577570466,1.4991634727381915e-05,1.543492499811421e-05,7.097655101681528e-06,0.0003297246481838,7.485207641976095e-06,RBot,0.999605577570466,0.0003297246481838,0.9992758529222822,0.00376118509377068,Murlo,0.0666666666666666,4.95,0.0,4.0,0.0,0.0,0.0389670530954996,2.0,2.0,1.0,-1.3287245766435696e-05,0.00010957655515912929,0.0,0.0,0.0,0.0,0.0,0.0,-9.560585021979595e-05,0.0,0.0,0.0
1148,CTU44,2011-08-13T14:23:00+00:00,2011-08-13T14:24:00+00:00,train,in_sample_training_prediction,0.0001170370278183,0.9856915039183776,0.00013145315805,0.000172496746803,9.653528508536704e-05,0.0136877835455984,0.0001031903182673,RBot,0.9856915039183776,0.0136877835455984,0.9720037203727792,0.0785120884849395,Murlo,0.0333333333333333,7.733333333333333,0.0,0.0,0.0,0.0,1.0967254638671877e-05,1.0,1.0,2.0,-0.01391407365208841,0.07475090339116881,-0.0333333333333333,2.783333333333333,0.0,-4.0,0.0,0.0,-0.03895608584086093,-1.0,-1.0,1.0
