timestamp,window_end,dataset_source,packet_count,byte_count,unique_src_ips,unique_dst_ips,unique_src_ports,unique_dst_ports,tcp_packet_count,udp_packet_count,icmp_packet_count,mean_packet_size,std_packet_size,min_packet_size,max_packet_size,mean_inter_arrival_time,std_inter_arrival_time,syn_count,ack_count,rst_count,fin_count,psh_count,forward_packets,backward_packets,forward_bytes,backward_bytes,flow_duration_mean,binary_label,attack_type
2011-08-10T10:43:00+00:00,2011-08-10T10:44:00+00:00,CTU13_PCAP,1060,226709,11,40,72,28,1055,5,0,213.8764150943396,613.9552076421553,60,5894,0.0563213843236676,0.1312710259735166,262,789,24,23,217,0,0,0,0,,UNKNOWN,UNKNOWN
2011-08-10T10:44:00+00:00,2011-08-10T10:45:00+00:00,CTU13_PCAP,702,57579,10,39,61,25,697,5,0,82.02136752136752,183.69214568601967,60,2974,0.0844303095731857,0.1681060850540561,229,467,10,14,151,0,0,0,0,,UNKNOWN,UNKNOWN
2011-08-10T10:45:00+00:00,2011-08-10T10:46:00+00:00,CTU13_PCAP,790,74802,14,44,61,29,770,20,0,94.6860759493671,175.95050421269926,60,1819,0.0756961293093605,0.1501296600598707,222,554,10,15,178,0,0,0,0,,UNKNOWN,UNKNOWN
2011-08-10T10:46:00+00:00,2011-08-10T10:47:00+00:00,CTU13_PCAP,972,282120,11,44,63,26,970,2,0,290.24691358024694,737.4017467792069,60,8814,0.0613339065154966,0.1472181384184629,199,754,27,15,185,0,0,0,0,,UNKNOWN,UNKNOWN
2011-08-10T10:47:00+00:00,2011-08-10T10:48:00+00:00,CTU13_PCAP,738,56704,10,42,60,22,736,2,0,76.83468834688347,135.58808890765135,60,1819,0.0806780883706246,0.1490688422179011,235,506,2,18,163,0,0,0,0,,UNKNOWN,UNKNOWN
2011-08-10T10:48:00+00:00,2011-08-10T10:49:00+00:00,CTU13_PCAP,641,42122,7,39,48,17,639,2,0,65.71294851794072,72.90124517732552,60,1819,0.0921843405812978,0.164578036725297,198,439,8,7,149,0,0,0,0,,UNKNOWN,UNKNOWN
2011-08-10T10:49:00+00:00,2011-08-10T10:50:00+00:00,CTU13_PCAP,663,46975,19,49,48,19,613,50,0,70.85218702865761,49.97799688304485,60,529,0.0905355452770913,0.1686290656712554,190,423,0,0,155,0,0,0,0,,UNKNOWN,UNKNOWN
2011-08-10T10:50:00+00:00,2011-08-10T10:51:00+00:00,CTU13_PCAP,787,61056,29,58,52,21,687,100,0,77.58068614993647,76.20252913482055,60,1384,0.076190912086545,0.1477318466007051,221,467,2,1,173,0,0,0,0,,UNKNOWN,UNKNOWN
2011-08-10T10:51:00+00:00,2011-08-10T10:52:00+00:00,CTU13_PCAP,922,76118,49,80,50,21,641,276,5,82.55748373101952,104.55448015436508,60,2513,0.0635867121424141,0.1241271206328844,203,438,8,4,154,0,0,0,0,,UNKNOWN,UNKNOWN
2011-08-10T10:52:00+00:00,2011-08-10T10:53:00+00:00,CTU13_PCAP,715,50440,12,47,50,16,654,58,3,70.54545454545455,82.70731335339123,60,1514,0.0837851372085699,0.1396283497751213,204,450,0,0,164,0,0,0,0,,UNKNOWN,UNKNOWN
2011-08-10T10:53:00+00:00,2011-08-10T10:54:00+00:00,CTU13_PCAP,725,49192,18,54,55,20,648,76,1,67.85103448275862,40.94002192820089,60,678,0.0827155235063963,0.1511417180481716,179,470,0,3,165,0,0,0,0,,UNKNOWN,UNKNOWN
2011-08-10T10:54:00+00:00,2011-08-10T10:55:00+00:00,CTU13_PCAP,697,47614,13,45,47,18,635,62,0,68.31276901004304,41.481665521029655,60,554,0.085418925203126,0.1461407604056188,183,453,0,3,160,0,0,0,0,,UNKNOWN,UNKNOWN
2011-08-10T10:55:00+00:00,2011-08-10T10:56:00+00:00,CTU13_PCAP,730,59986,7,38,54,17,701,29,0,82.17260273972603,207.4681366922179,60,2974,0.0820107845939563,0.1456356893450884,238,463,0,0,160,0,0,0,0,,UNKNOWN,UNKNOWN
2011-08-10T10:56:00+00:00,2011-08-10T10:57:00+00:00,CTU13_PCAP,1698,174861,105,136,57,19,766,932,0,102.98056537102474,185.40980993447863,60,3226,0.0352946318242573,0.09434264729226,267,498,7,3,169,0,0,0,0,,UNKNOWN,UNKNOWN
2011-08-10T10:57:00+00:00,2011-08-10T10:58:00+00:00,CTU13_PCAP,1251,147736,92,120,59,23,664,587,0,118.09432454036772,275.62492741998346,60,4434,0.0478814640045166,0.1329553721905759,263,402,4,3,127,0,0,0,0,,UNKNOWN,UNKNOWN
2011-08-10T10:58:00+00:00,2011-08-10T10:59:00+00:00,CTU13_PCAP,1719,218453,147,181,57,15,617,1100,2,127.08144269924377,251.8227982084057,60,4434,0.0345083916423206,0.1027151814982611,270,347,3,0,109,0,0,0,0,,UNKNOWN,UNKNOWN
2011-08-10T10:59:00+00:00,2011-08-10T11:00:00+00:00,CTU13_PCAP,1387,165693,85,120,50,15,522,865,0,119.4614275414564,229.4390838827564,60,4434,0.0428490373823377,0.1272929960046322,209,312,6,3,100,0,0,0,0,,UNKNOWN,UNKNOWN
2011-08-10T11:00:00+00:00,2011-08-10T11:01:00+00:00,CTU13_PCAP,840,88040,50,85,54,21,527,313,0,104.8095238095238,224.6573833847823,60,4434,0.0709007783782922,0.1836577534129398,201,325,11,9,109,0,0,0,0,,UNKNOWN,UNKNOWN
2011-08-10T11:01:00+00:00,2011-08-10T11:02:00+00:00,CTU13_PCAP,1665,217113,138,183,54,22,396,1269,0,130.3981981981982,280.8796275309384,60,4434,0.0358314279180306,0.1451490754339463,199,198,4,9,58,0,0,0,0,,UNKNOWN,UNKNOWN
2011-08-10T11:02:00+00:00,2011-08-10T11:03:00+00:00,CTU13_PCAP,1785,227770,108,155,51,18,641,1144,0,127.60224089635854,259.94082238739986,60,4434,0.0334868610172528,0.091910040483817,215,427,0,3,139,0,0,0,0,,UNKNOWN,UNKNOWN
2011-08-10T11:03:00+00:00,2011-08-10T11:04:00+00:00,CTU13_PCAP,2253,240408,113,169,47,23,872,1380,1,106.70572569906793,225.5677414664976,60,5894,0.0265926025265275,0.0647315261079577,188,684,4,6,224,0,0,0,0,,UNKNOWN,UNKNOWN
2011-08-10T11:04:00+00:00,2011-08-10T11:05:00+00:00,CTU13_PCAP,2808,334833,171,213,49,17,907,1896,5,119.24252136752136,223.0435387362528,60,5210,0.021273352388899,0.059616216970639,227,679,4,3,222,0,0,0,0,,UNKNOWN,UNKNOWN
2011-08-10T11:05:00+00:00,2011-08-10T11:06:00+00:00,CTU13_PCAP,1726,194204,92,128,51,22,859,861,6,112.51680185399768,232.99177797789156,60,4434,0.0346582685000654,0.080776605390366,211,652,1,6,209,0,0,0,0,,UNKNOWN,UNKNOWN
2011-08-10T11:06:00+00:00,2011-08-10T11:07:00+00:00,CTU13_PCAP,1513,157030,89,135,48,18,723,785,5,103.7871777924653,212.23655801330708,60,4434,0.0395742493962484,0.0949746550008651,192,531,0,0,180,0,0,0,0,,UNKNOWN,UNKNOWN
2011-08-10T11:07:00+00:00,2011-08-10T11:08:00+00:00,CTU13_PCAP,1246,128846,56,98,57,20,681,555,10,103.40770465489568,210.2424933453131,60,2974,0.0479853157058777,0.1016175331815099,182,499,4,0,164,2,4,148,240,616.951751947403,NORMAL,NORMAL
2011-08-10T11:08:00+00:00,2011-08-10T11:09:00+00:00,CTU13_PCAP,1600,179124,98,138,57,21,711,888,1,111.9525,203.4130778582095,60,2974,0.037430185761729,0.0941318357064894,203,507,7,3,170,0,0,0,0,,UNKNOWN,UNKNOWN
2011-08-10T11:09:00+00:00,2011-08-10T11:10:00+00:00,CTU13_PCAP,1375,136786,70,102,53,21,711,664,0,99.48072727272728,211.61100717078665,60,4218,0.0436161317506037,0.1163268277233481,214,499,2,3,166,4,1,240,60,3545.59375,ATTACK,BOTNET
2011-08-10T11:10:00+00:00,2011-08-10T11:11:00+00:00,CTU13_PCAP,1555,176917,78,110,51,20,690,865,0,113.77299035369776,243.39992478683027,60,5894,0.0385629355984151,0.0996477980152754,232,460,0,3,154,4,1,278,333,1418.3351997852326,ATTACK,BOTNET
2011-08-10T11:11:00+00:00,2011-08-10T11:12:00+00:00,CTU13_PCAP,1446,147933,77,110,57,22,740,705,1,102.30497925311204,216.1894347972297,60,4434,0.0413740242228788,0.1084445266542422,261,480,6,6,154,2,0,120,0,3545.59375,ATTACK,BOTNET
2011-08-10T11:12:00+00:00,2011-08-10T11:13:00+00:00,CTU13_PCAP,2209,700155,74,110,55,21,1236,967,6,316.95563603440473,667.5503557292761,60,5894,0.0268136367633722,0.0787920548875988,234,1002,8,12,263,2,0,120,0,3545.59375,ATTACK,BOTNET
2011-08-10T11:13:00+00:00,2011-08-10T11:14:00+00:00,CTU13_PCAP,1482,155936,79,119,55,19,597,876,9,105.21997300944668,190.3267527161105,60,2974,0.040368700896784,0.1102817188091683,216,382,2,3,124,5,3,314,180,2395.6340826153755,ATTACK,BOTNET
2011-08-10T11:14:00+00:00,2011-08-10T11:15:00+00:00,CTU13_PCAP,1546,168665,92,134,53,22,532,1000,14,109.09767141009056,216.8130573662781,60,4434,0.038631793519054,0.1135663269235633,188,345,2,3,119,53,27,3194,1826,3480.9591113865376,ATTACK,BOTNET
2011-08-10T11:15:00+00:00,2011-08-10T11:16:00+00:00,CTU13_PCAP,3842,693893,276,318,62,24,1095,2737,10,180.60723581467985,433.0265671889224,60,5894,0.0155548411897928,0.0503847156412626,199,897,8,3,197,134,73,8096,4588,3452.3297101449275,ATTACK,BOTNET
2011-08-10T11:16:00+00:00,2011-08-10T11:17:00+00:00,CTU13_PCAP,2760,356474,151,191,52,25,765,1990,5,129.1572463768116,236.50553487645945,60,4434,0.0217208463068067,0.0622310556115503,216,549,13,10,171,126,61,7560,3941,3598.7379679144383,ATTACK,BOTNET
2011-08-10T11:17:00+00:00,2011-08-10T11:18:00+00:00,CTU13_PCAP,2581,294391,142,183,54,26,733,1842,6,114.0608291359938,237.0618987512112,60,5894,0.0231693891591803,0.068065030934416,196,535,12,8,167,132,68,7948,4449,3530.0237678492067,ATTACK,BOTNET
2011-08-10T11:18:00+00:00,2011-08-10T11:19:00+00:00,CTU13_PCAP,1545,244482,23,63,52,23,847,693,5,158.2407766990291,421.2970006284822,60,5894,0.0384617563665222,0.0918170628298002,205,640,11,8,190,118,58,7080,3666,3598.702059659091,ATTACK,BOTNET
2011-08-10T11:19:00+00:00,2011-08-10T11:20:00+00:00,CTU13_PCAP,1245,90638,26,65,62,31,640,599,6,72.80160642570281,43.32724081471359,60,906,0.0478525658129112,0.1109674822023714,206,431,22,4,151,112,55,6746,3625,3534.012972030811,ATTACK,BOTNET
2011-08-10T11:20:00+00:00,2011-08-10T11:21:00+00:00,CTU13_PCAP,1461,204010,45,82,58,27,872,585,4,139.637234770705,348.7855980172875,60,5894,0.0407454266940077,0.0950832096209111,227,648,10,15,219,130,65,7800,4147,3598.7615384615383,ATTACK,BOTNET
2011-08-10T11:21:00+00:00,2011-08-10T11:22:00+00:00,CTU13_PCAP,1253,172632,22,56,57,24,813,440,0,137.7749401436552,401.1991547824856,60,4434,0.0476722005076301,0.1018933778315068,198,613,9,11,198,132,65,7920,4175,3597.9490799492387,ATTACK,BOTNET
2011-08-10T11:22:00+00:00,2011-08-10T11:23:00+00:00,CTU13_PCAP,1128,112786,26,53,53,28,768,360,0,99.98758865248227,206.27792702878267,60,4114,0.0527819759991704,0.1032012988515102,204,568,7,21,207,122,61,7320,3858,3598.7254098360654,ATTACK,BOTNET
2011-08-10T11:23:00+00:00,2011-08-10T11:24:00+00:00,CTU13_PCAP,1053,143780,10,38,51,27,896,157,0,136.54320987654322,351.5824966228795,60,4374,0.0568446995187621,0.1194292241532491,231,654,34,34,215,102,50,6120,3230,3598.605674342105,ATTACK,BOTNET
2011-08-10T11:24:00+00:00,2011-08-10T11:25:00+00:00,CTU13_PCAP,1615,178655,92,123,45,22,683,932,0,110.62229102167184,201.99398206638745,60,4434,0.0369180309432737,0.1045716796157011,194,489,4,6,167,120,58,7200,3886,3598.7089185393256,ATTACK,BOTNET
2011-08-10T11:25:00+00:00,2011-08-10T11:26:00+00:00,CTU13_PCAP,1467,262562,80,107,47,29,1021,446,0,178.97886843899113,432.5863613395459,60,5894,0.040767551118973,0.096960990063726,230,797,12,36,238,130,64,7800,4078,3597.9279961340208,ATTACK,BOTNET
2011-08-10T11:26:00+00:00,2011-08-10T11:27:00+00:00,CTU13_PCAP,1981,325942,135,161,44,22,976,991,14,164.53407370015145,407.0281435188089,60,7334,0.0302647101758706,0.0866058658220904,220,758,12,16,228,134,67,8072,4532,3491.336713043612,ATTACK,BOTNET
2011-08-10T11:27:00+00:00,2011-08-10T11:28:00+00:00,CTU13_PCAP,2957,406332,192,226,55,35,838,2113,6,137.41359485965506,229.85635864947284,60,2974,0.0201704885220818,0.0634736367948951,228,620,8,16,181,164,81,32782,42485,3537.6692948253785,ATTACK,BOTNET
2011-08-10T11:28:00+00:00,2011-08-10T11:29:00+00:00,CTU13_PCAP,2552,322068,158,198,48,23,766,1780,6,126.20219435736676,258.84812941523813,60,4434,0.0234917221420748,0.0678209665130469,183,586,2,3,184,216,105,58588,44909,3581.934294896705,ATTACK,BOTNET
2011-08-10T11:29:00+00:00,2011-08-10T11:30:00+00:00,CTU13_PCAP,1722,211192,105,144,38,17,647,1062,13,122.64343786295004,252.42900023033565,60,4434,0.0347974142454724,0.0922139942504361,174,473,0,0,144,172,81,54688,23509,3582.8191650224767,ATTACK,BOTNET
2011-08-10T11:30:00+00:00,2011-08-10T11:31:00+00:00,CTU13_PCAP,2201,253535,138,172,41,16,601,1595,5,115.1908223534757,207.47700764828335,60,4434,0.0272420731457796,0.0903738242176891,180,421,0,0,139,152,73,32324,24494,3586.038141148885,ATTACK,BOTNET
2011-08-10T11:31:00+00:00,2011-08-10T11:32:00+00:00,CTU13_PCAP,1727,198571,116,150,44,26,535,1185,7,114.98031268094962,225.9971551729872,60,4434,0.0342724129885676,0.1107172698189482,205,331,8,15,114,98,45,28732,20640,3580.117233416417,ATTACK,BOTNET
2011-08-10T11:32:00+00:00,2011-08-10T11:33:00+00:00,CTU13_PCAP,4254,614895,269,305,50,24,793,3452,9,144.54513399153737,313.7986205260787,60,4434,0.0140597653226406,0.0659189644038832,230,559,20,17,137,256,129,35748,62519,3581.81429953699,ATTACK,BOTNET
2011-08-10T11:33:00+00:00,2011-08-10T11:34:00+00:00,CTU13_PCAP,2793,317420,155,191,49,19,852,1922,19,113.6484067311135,206.62468482220805,60,4292,0.0214491465201008,0.0540401995312446,197,654,4,3,206,434,211,68516,34109,3586.572977507022,ATTACK,BOTNET
2011-08-10T11:34:00+00:00,2011-08-10T11:35:00+00:00,CTU13_PCAP,2628,265455,147,179,41,19,845,1742,41,101.01027397260276,168.4422120900096,60,3090,0.0226389574015326,0.0564777847510705,197,645,15,9,208,408,206,46628,31399,3586.4798662429525,ATTACK,BOTNET
2011-08-10T11:35:00+00:00,2011-08-10T11:36:00+00:00,CTU13_PCAP,2566,254816,138,170,43,19,811,1693,62,99.30475448168356,193.1269231612345,60,5894,0.0233589223486173,0.0608436749717562,191,619,4,3,203,408,199,45584,28430,3587.4329621780057,ATTACK,BOTNET
2011-08-10T11:36:00+00:00,2011-08-10T11:37:00+00:00,CTU13_PCAP,2297,240138,118,149,46,19,743,1496,58,104.54418807139749,172.4028421848981,60,3082,0.0261030731923904,0.0741227493655355,193,551,0,3,183,356,178,41152,26501,3586.620140400719,ATTACK,BOTNET
2011-08-10T11:37:00+00:00,2011-08-10T11:38:00+00:00,CTU13_PCAP,2033,236715,99,133,48,22,618,1377,38,116.43630103295622,199.21401385389908,60,4434,0.0293981107905155,0.0867114436241236,204,416,5,3,131,264,132,36868,24620,3584.5853005442955,ATTACK,BOTNET
2011-08-10T11:38:00+00:00,2011-08-10T11:39:00+00:00,CTU13_PCAP,1999,206976,95,131,46,19,648,1306,45,103.53976988494249,194.8994001587439,60,4434,0.029952772744783,0.0900322006618421,222,426,3,0,144,282,139,37224,25047,3585.6709453091203,ATTACK,BOTNET
2011-08-10T11:39:00+00:00,2011-08-10T11:40:00+00:00,CTU13_PCAP,2601,354285,134,166,46,27,905,1660,36,136.21107266435988,331.8014495025691,60,4434,0.0229405338030595,0.0716015883026113,239,653,23,10,193,280,138,36048,25866,3586.2389312326623,ATTACK,BOTNET
2011-08-10T11:40:00+00:00,2011-08-10T11:41:00+00:00,CTU13_PCAP,2348,273214,130,166,53,29,861,1447,40,116.3603066439523,205.41893577275584,60,2974,0.0254735444828353,0.0780891959615346,239,627,12,30,213,286,144,37544,24261,3564.27922922955,ATTACK,BOTNET
2011-08-10T11:41:00+00:00,2011-08-10T11:42:00+00:00,CTU13_PCAP,1287,162146,25,51,46,26,842,425,20,125.987567987568,266.4912648681744,60,1785,0.0466091056263094,0.1093083744125529,231,618,0,24,227,244,118,32596,8111,3587.331053919555,ATTACK,BOTNET
2011-08-10T11:42:00+00:00,2011-08-10T11:43:00+00:00,CTU13_PCAP,1556,212056,84,113,50,23,801,755,0,136.2827763496144,325.9937659859474,60,4434,0.0384475306299338,0.0968061947238207,217,583,19,18,165,264,134,18060,16923,3589.55025853344,ATTACK,BOTNET
2011-08-10T11:43:00+00:00,2011-08-10T11:44:00+00:00,CTU13_PCAP,970,83972,33,61,60,27,679,291,0,86.56907216494845,154.31337065548354,60,1839,0.0614483900237501,0.1265790024489706,242,433,21,5,143,265,134,25662,10871,3564.451953765444,ATTACK,BOTNET
2011-08-10T11:44:00+00:00,2011-08-10T11:45:00+00:00,CTU13_PCAP,745,51326,8,40,49,23,583,162,0,68.89395973154362,68.40476280386778,60,1330,0.080519365367069,0.154720462879145,202,381,4,6,138,232,116,16668,7999,3589.1722614518526,ATTACK,BOTNET
2011-08-10T11:45:00+00:00,2011-08-10T11:46:00+00:00,CTU13_PCAP,2637,302230,231,266,59,28,677,1952,8,114.61130072051574,229.08013990305827,60,4434,0.0226900261884755,0.0863427291429151,243,435,15,3,133,276,135,17184,48896,3585.4596073523053,ATTACK,BOTNET
2011-08-10T11:46:00+00:00,2011-08-10T11:47:00+00:00,CTU13_PCAP,1573,179686,132,163,52,29,544,1024,5,114.23140495867769,217.88764808770017,60,4434,0.0381370330888199,0.112277666617108,193,351,22,0,115,220,107,36140,21168,3583.766829112254,ATTACK,BOTNET
2011-08-10T11:47:00+00:00,2011-08-10T11:48:00+00:00,CTU13_PCAP,731,66336,14,42,56,28,557,174,0,90.7469220246238,172.57258502047534,60,1514,0.0821722602191036,0.1628804948248919,209,348,26,0,115,216,104,28980,7804,3584.884795225412,ATTACK,BOTNET
2011-08-10T11:48:00+00:00,2011-08-10T11:49:00+00:00,CTU13_PCAP,683,50987,15,45,45,22,555,128,0,74.65153733528551,103.16461894978276,60,1819,0.0872224030956145,0.166258292930334,189,368,6,6,128,224,111,14348,7641,3588.84784050486,ATTACK,BOTNET
2011-08-10T11:49:00+00:00,2011-08-10T11:50:00+00:00,CTU13_PCAP,733,49582,12,39,62,35,639,94,0,67.6425648021828,30.995936713376828,60,332,0.0817839767112106,0.1651097697798026,226,418,10,7,142,230,114,14252,7211,3589.1784205568392,ATTACK,BOTNET
2011-08-10T11:50:00+00:00,2011-08-10T11:51:00+00:00,CTU13_PCAP,1236,354720,9,37,58,29,1193,43,0,286.99029126213594,719.775371672481,60,5894,0.0484909619396997,0.133789571880958,243,955,8,17,248,230,112,13852,7118,3590.4650114042715,ATTACK,BOTNET
2011-08-10T11:51:00+00:00,2011-08-10T11:52:00+00:00,CTU13_PCAP,884,124112,14,41,56,30,839,45,0,140.39819004524887,475.258962318116,60,5894,0.0678713737500753,0.1354710100368737,253,597,18,16,174,248,123,14932,7823,3590.6086872195942,ATTACK,BOTNET
2011-08-10T11:52:00+00:00,2011-08-10T11:53:00+00:00,CTU13_PCAP,801,70069,14,40,54,28,770,31,0,87.4769038701623,140.5506729397701,60,1683,0.0749141389131546,0.1458794548516933,235,544,11,13,177,272,135,16372,8605,3589.7244862848183,ATTACK,BOTNET
2011-08-10T11:53:00+00:00,2011-08-10T11:54:00+00:00,CTU13_PCAP,869,135582,12,40,57,28,849,20,0,156.02071346375143,632.7209835853606,60,7354,0.0686687395869312,0.140791302093689,263,589,28,9,162,268,131,16132,8297,3589.8638067436696,ATTACK,BOTNET
2011-08-10T11:54:00+00:00,2011-08-10T11:55:00+00:00,CTU13_PCAP,932,95424,16,46,58,30,907,25,0,102.3862660944206,272.22623162504084,60,5894,0.0643030342302824,0.1223595153629432,281,639,19,20,198,282,140,16972,8788,3589.31984665891,ATTACK,BOTNET
2011-08-10T11:55:00+00:00,2011-08-10T11:56:00+00:00,CTU13_PCAP,1269,326191,23,52,59,35,1252,17,0,257.04570527974784,731.831593311298,60,10274,0.0471431498271809,0.1198537485924258,258,946,92,33,273,250,125,15144,8315,3531.4569776700337,ATTACK,BOTNET
2011-08-10T11:56:00+00:00,2011-08-10T11:57:00+00:00,CTU13_PCAP,618,40518,6,31,46,14,616,2,0,65.5631067961165,73.40368101440365,60,1819,0.097060257650465,0.1705986457966901,217,400,0,3,137,256,126,15412,7995,3590.2732903944884,ATTACK,BOTNET
2011-08-10T11:57:00+00:00,2011-08-10T11:58:00+00:00,CTU13_PCAP,701,45733,10,34,61,22,693,8,0,65.23965763195434,69.10732765346573,60,1819,0.0851946456091744,0.1570906321155156,274,419,4,6,141,264,130,15914,8324,3562.4259859638164,ATTACK,BOTNET
2011-08-10T11:58:00+00:00,2011-08-10T11:59:00+00:00,CTU13_PCAP,637,42632,8,33,52,17,635,2,0,66.92621664050236,75.19293376089287,60,1819,0.094075526831285,0.1731283413959709,230,407,0,6,142,246,123,14812,7833,3589.859816188735,ATTACK,BOTNET
2011-08-10T11:59:00+00:00,2011-08-10T12:00:00+00:00,CTU13_PCAP,726,51387,9,36,57,19,723,2,1,70.78099173553719,91.58987650884931,60,1819,0.0824640579881339,0.1551793734518447,265,461,4,6,154,270,132,16252,8351,3590.20638677552,ATTACK,BOTNET
2011-08-10T12:00:00+00:00,2011-08-10T12:01:00+00:00,CTU13_PCAP,878,110533,15,40,62,34,858,20,0,125.89179954441911,249.1614700927216,60,1506,0.0682836590226455,0.1321768647831659,240,625,14,13,201,274,137,16596,9090,3511.422262016004,ATTACK,BOTNET
2011-08-10T12:01:00+00:00,2011-08-10T12:02:00+00:00,CTU13_PCAP,521,51140,14,42,58,28,505,16,0,98.1573896353167,207.7397839578817,60,2974,0.114469617146712,0.2516961712101502,242,269,10,14,83,114,56,6892,3492,3589.831471078536,ATTACK,BOTNET
2011-08-10T12:02:00+00:00,2011-08-10T12:03:00+00:00,CTU13_PCAP,668,52184,11,39,67,33,663,5,0,78.11976047904191,137.6250243744733,60,1819,0.0898200736410435,0.1724920805580631,250,415,16,16,135,204,103,12292,6512,3591.944684172298,ATTACK,BOTNET
2011-08-10T12:03:00+00:00,2011-08-10T12:04:00+00:00,CTU13_PCAP,847,53568,7,34,48,18,843,4,0,63.2443919716647,17.688849830825728,60,243,0.0704324135543606,0.0992052058338824,213,635,2,0,213,404,200,24292,12754,3591.023538446584,ATTACK,BOTNET
2011-08-10T12:04:00+00:00,2011-08-10T12:05:00+00:00,CTU13_PCAP,857,54644,8,34,48,18,852,5,0,63.76196032672112,26.252819816465664,60,503,0.0699602184451629,0.1028495064313532,221,631,6,1,215,406,202,24412,12985,3590.6229291099467,ATTACK,BOTNET
2011-08-10T12:05:00+00:00,2011-08-10T12:06:00+00:00,CTU13_PCAP,801,53879,11,36,54,21,796,5,0,67.26466916354556,68.75144660956616,60,1819,0.0742505112290382,0.124244354509953,234,567,4,6,190,344,170,20692,10815,3590.4329908896048,ATTACK,BOTNET
2011-08-10T12:06:00+00:00,2011-08-10T12:07:00+00:00,CTU13_PCAP,706,44593,8,33,53,17,697,6,3,63.1628895184136,20.986379898061365,60,412,0.0849496736594125,0.1405741642600045,233,465,0,2,164,298,148,17932,9443,3590.515525813594,ATTACK,BOTNET
2011-08-10T12:07:00+00:00,2011-08-10T12:08:00+00:00,CTU13_PCAP,697,45987,10,36,56,21,680,7,10,65.97847919655668,69.36563011744069,60,1819,0.0860435561887149,0.1386237538499926,221,460,8,7,148,288,141,17332,8997,3590.783266762198,ATTACK,BOTNET
2011-08-10T12:08:00+00:00,2011-08-10T12:09:00+00:00,CTU13_PCAP,1015,323542,9,35,61,19,1011,2,2,318.76059113300494,842.2421570176707,60,7354,0.0588975305387959,0.1295773239849601,246,767,4,3,170,288,146,17280,9301,3590.8009611439597,ATTACK,BOTNET
2011-08-10T12:09:00+00:00,2011-08-10T12:10:00+00:00,CTU13_PCAP,699,43434,10,36,57,18,694,5,0,62.137339055794,12.091024316744328,60,281,0.0857161232256957,0.1419095103837644,235,460,4,0,157,296,149,17766,9408,3589.5284249868287,ATTACK,BOTNET
2011-08-10T12:10:00+00:00,2011-08-10T12:11:00+00:00,CTU13_PCAP,731,60179,8,34,47,17,720,11,0,82.32421340629276,183.03054607190543,60,2754,0.0810751575313202,0.1393673887249185,219,504,0,6,169,294,145,17640,9255,3591.593557476183,ATTACK,BOTNET
2011-08-10T12:11:00+00:00,2011-08-10T12:12:00+00:00,CTU13_PCAP,758,66996,17,42,53,28,723,35,0,88.38522427440633,163.21427356595407,60,2974,0.0780747884803278,0.1570525660654719,231,499,17,9,164,258,129,15486,8303,3589.8222465866297,ATTACK,BOTNET
2011-08-10T12:12:00+00:00,2011-08-10T12:13:00+00:00,CTU13_PCAP,621,38663,7,32,52,16,616,5,0,62.25925925925926,11.98047655366486,60,315,0.0964285242942071,0.1917497908914481,228,388,0,3,134,248,123,14880,7794,3590.1787647763995,ATTACK,BOTNET
2011-08-10T12:13:00+00:00,2011-08-10T12:14:00+00:00,CTU13_PCAP,653,46577,12,36,47,20,626,23,4,71.32771822358346,84.27461735675878,60,1819,0.0914039355845539,0.1684035321562271,181,448,2,4,152,270,136,16206,8611,3590.2467208366675,ATTACK,BOTNET
2011-08-10T12:14:00+00:00,2011-08-10T12:15:00+00:00,CTU13_PCAP,682,45044,10,40,55,22,677,5,0,66.04692082111437,72.2643657752553,60,1819,0.087937853234805,0.1617464143787708,235,443,7,3,151,274,138,16446,8771,3573.478718296996,ATTACK,BOTNET
2011-08-10T12:15:00+00:00,2011-08-10T12:16:00+00:00,CTU13_PCAP,719,52014,10,38,53,20,706,10,3,72.34214186369958,97.0377658519199,60,1819,0.0834072353448044,0.1531641626401858,220,488,4,9,162,282,139,16944,8793,3548.675613782185,ATTACK,BOTNET
2011-08-10T12:16:00+00:00,2011-08-10T12:17:00+00:00,CTU13_PCAP,704,57344,12,38,50,23,693,11,0,81.45454545454545,152.10171791592367,60,2974,0.0849583810288061,0.1578816618229042,211,487,10,4,168,272,138,16366,8972,3547.2882369338013,ATTACK,BOTNET
2011-08-10T12:17:00+00:00,2011-08-10T12:18:00+00:00,CTU13_PCAP,720,47653,11,37,54,23,712,8,0,66.18472222222222,69.5405200818643,60,1819,0.0832455214605212,0.1687428405878456,226,485,9,12,164,280,140,16806,8893,3572.782200421606,ATTACK,BOTNET
2011-08-10T12:18:00+00:00,2011-08-10T12:19:00+00:00,CTU13_PCAP,755,55159,10,36,52,24,750,5,0,73.05827814569537,117.03529459020758,60,1819,0.079303188412512,0.1294870122460955,229,524,10,13,171,296,147,17760,9360,3572.489736214179,ATTACK,BOTNET
2011-08-10T12:19:00+00:00,2011-08-10T12:20:00+00:00,CTU13_PCAP,727,51067,11,39,59,25,716,11,0,70.24346629986245,46.484025838303545,60,448,0.0824906320282907,0.1550264118443941,248,472,9,4,172,266,132,15966,8384,3573.035315748435,ATTACK,BOTNET
